Source,Target,Weight
PSX-Scene,Trillian,9853
Insanelyi,LinkedIn,11101
NexusMods,Verified,76
Aipai,Dropbox,47304
Forbes,MinecraftPocketEditionForum,21
Mac-Torrents,Stratfor,129
BattlefieldHeroes,Onverse,1
Gawker,Xbox-Scene,6536
EpicGames,Spirol,1
126,Aternos,1
FFShrine,Solomid,2024
UnrealEngine,eThekwiniMunicipality,24
SprashivaiRu,iMesh,3948
Dodonew,Tumblr,40320
SpecialKSpamList,Stratfor,17907
ClixSense,PS3Hax,3069
LoungeBoard,PokemonCreed,52
Gawker,WarInc,1724
IGF,NextGenUpdate,35
HeroesOfGaia,ServerPact,83
VK,myRepoSpace,3523
NexusMods,Nulled,11143
PSX-Scene,PaddyPower,343
LizardSquad,Seedpeer,17
Hemmakvall,WarInc,174
BTSec,MailRu,6348
MPGH,ThisHabboForum,7186
Adobe,Verified,1372
HackingTeam,Nihonomaru,7
AhaShare,FoxyBingo,113
MajorGeeks,MySpace,73231
MangaTraders,R2Games,41191
FoxyBingo,WarInc,164
GamerzPlanet,Nival,6311
VBulletin,mSpy,382
PaddyPower,SumoTorrent,225
Flashback,HackingTeam,1
BTSec,CheapAssGamer,17007
Interpals,Leet,5181
Interpals,Yandex,1172
Neteller,Xbox-Scene,8023
KMRU,iDressup,162
Hemmakvall,LOTR,120
SprashivaiRu,Trillian,3242
BlackHatWorld,XSplit,9112
Aipai,Nival,213
BitTorrent,iDressup,8
BlackHatWorld,UnrealEngine,1354
PixelFederation,Win7Vista,16
Lookbook,Uiggy,3361
GeekedIn,Teracod,51
GFAN,PokemonCreed,473
Lastfm,MinecraftWorldMap,6945
BlueSnapRegpack,WHMCS,4
COMELEC,LinuxMint,16
FoxyBingo,MuslimDirectory,39
PaddyPower,UnrealEngine,131
PSX-Scene,xat,3887
Dropbox,Win7Vista,37232
NexusMods,XSplit,299350
COMELEC,EpicGames,14
HeroesOfGaia,QatarNationalBank,22
Lifeboat,Rambler,479
000webhost,gPotato,27466
AhaShare,ServerPact,15
COMELEC,Tumblr,11330
COMELEC,uTorrent,86
FoxyBingo,MajorGeeks,176
ClixSense,Insanelyi,972
DDO,iDressup,2431
Interpals,Sony,80
Aipai,SCDailyPhoneSpamList,368
GameTuts,Lastfm,136640
MangaTraders,WPT,42
CannabisForum,GamerzPlanet,936
AhaShare,Duowan,23
Experian,Stratfor,5034
LinuxMint,SkTorrent,44
BTSec,LoungeBoard,1392
SkTorrent,SpecialKSpamList,117
MySpace,Plex,52275
MinecraftWorldMap,Vodafone,3
HeroesOfNewerth,WildStar,118201
AcneOrg,Rambler,41
Flashback,Taobao,77
KMRU,Nival,1711
LizardSquad,SumoTorrent,22
Pokebip,PokemonCreed,167
Lookbook,WarInc,449
Gamigo,PaddyPower,2353
MySpace,Onverse,152522
Flashback,NextGenUpdate,200
NexusMods,Win7Vista,8455
MinecraftPocketEditionForum,SumoTorrent,5
Interpals,LinkedIn,162862
MyVidster,WHMCS,4
Taobao,VK,6464
NetEase,Nival,4188
CrackCommunity,VK,229
BlueSnapRegpack,Yahoo,73
MangaTraders,SCDailyPhoneSpamList,4279
BTSec,Nihonomaru,28847
MoneyBookers,eThekwiniMunicipality,37
BlueSnapRegpack,PaddyPower,18
DLH,myRepoSpace,2569
BTSec,Taobao,3193
PixelFederation,XSplit,120
Nihonomaru,Sony,23
Gamigo,mSpy,965
Lastfm,PaddyPower,45127
IGF,NetEase,149
Lastfm,TRAI,1478
Aipai,MangaTraders,340
MyVidster,SpecialKSpamList,829
CheapAssGamer,LizardSquad,56
CannabisForum,SumoTorrent,232
GameTuts,Spirol,3
Gawker,HeroesOfGaia,254
BitTorrent,Rambler,13
AhaShare,R2Games,3692
SpecialKSpamList,Trillian,49611
Aternos,MailRu,698
AcneOrg,Adobe,74372
Hemmelig,Pokebip,7
Plex,iDressup,178
GFAN,UnrealEngine,3502
MoneyBookers,WildStar,9134
LizardSquad,Onverse,110
AhaShare,Tumblr,8211
ServerPact,Tianya,78
BusinessAcumen,Nival,1
Dropbox,WHMCS,19041
Bell,DLH,1
126,DLH,104
R2Games,Tianya,13149
Avast,COMELEC,57
MoneyBookers,iDressup,2136
Leet,Pokebip,2334
FlashFlashRevolution,Forbes,1336
Mac-Torrents,MyVidster,3
CivilOnline,Lastfm,31587
MPGH,xat,109370
BlackHatWorld,LizardSquad,202
Leet,LoungeBoard,87
Comcast,Dodonew,941
GeekedIn,OwnedCore,2667
Dominos,Mac-Torrents,174
Rambler,Sony,1
AndroidForums,Teracod,65
LOTR,PS3Hax,3109
Minefield,xat,2286
MoDaCo,WildStar,3048
TRAI,gPotato,5
QatarNationalBank,Yahoo,34
LinkedIn,Verified,428
CheapAssGamer,Forbes,2266
GameTuts,SpecialKSpamList,21014
AstroPID,Insanelyi,81
CivilOnline,Experian,165
Dodonew,Onverse,2031
BTSec,CannabisForum,4420
Dodonew,MailRu,2831
Comcast,R2Games,1416
Gawker,MailRu,726
Avast,eThekwiniMunicipality,18
Bell,Flashback,1
BusinessAcumen,LOTR,2
LinkedIn,SkTorrent,1682
GeekedIn,PaddyPower,281
Forbes,Plex,2115
HeroesOfNewerth,Lastfm,477856
126,Patreon,19
SprashivaiRu,iDressup,546
HeroesOfGaia,uTorrent,138
Dominos,QatarNationalBank,18
COMELEC,MangaTraders,545
Avast,MinecraftPocketEditionForum,192
Bell,VBulletin,5
Hemmakvall,MySpace,4158
Warframe,Win7Vista,203
AcneOrg,ModernBusinessSolutions,16831
NextGenUpdate,WIIUISO,22265
PSX-Scene,ThisHabboForum,1933
LoungeBoard,Win7Vista,294
ClixSense,Tesco,4
MPGH,WPT,147
AndroidForums,WIIUISO,5042
QuantumBooter,WildStar,308
GTAGaming,Gawker,604
Neopets,Snapchat,1
MailRu,NetEase,12366
ModernBusinessSolutions,Nival,15934
Solomid,Verified,9
GFAN,PaddyPower,411
MajorGeeks,NetEase,4507
Bell,Leet,15
gPotato,iMesh,104218
Experian,GeekedIn,821
Lookbook,TRAI,8
17Media,SkTorrent,46
Gawker,Yandex,2
AstroPID,Mac-Torrents,25
HackForums,LizardSquad,62
MajorGeeks,PHPFreaks,1214
VK,WHMCS,1313
StarNet,Tumblr,852
Onverse,Teracod,42
Insanelyi,PixelFederation,5
Lookbook,Xbox-Scene,298
Hemmelig,NexusMods,179
Forbes,Hemmelig,7
R2Games,SpecialKSpamList,202870
AstroPID,QuantumBooter,58
Dodonew,PSX-Scene,845
CannabisForum,Duowan,23
Dropbox,iDressup,27568
SumoTorrent,WarInc,664
ArmyForceOnline,QatarNationalBank,90
MoDaCo,NetEase,21131
NetEase,SkTorrent,275
FFShrine,SumoTorrent,1007
Dodonew,Plex,691
000webhost,Warframe,7753
Avast,MyVidster,10
Stratfor,Tianya,1984
HeroesOfGaia,SumoTorrent,103
HeroesOfGaia,Rambler,135
QuantumBooter,mSpy,64
Rambler,SCDailyPhoneSpamList,1
Avast,Experian,877
GFAN,SumoTorrent,701
DLH,Nihonomaru,11842
KMRU,LinuxMint,25
PS3Hax,iMesh,23891
Adobe,BlackHatWorld,106830
MangaTraders,Neopets,85622
Aternos,COMELEC,7
MailRu,Tumblr,24624
Insanelyi,Onverse,208
MoneyBookers,NexusMods,36807
Gamigo,Warframe,18243
Dodonew,Taobao,2982010
ClixSense,UnrealEngine,1543
GameTuts,R2Games,23912
Boxee,GFAN,2098
Gawker,WPT,292
BigMoneyJobs,FoxyBingo,3
Tumblr,WHMCS,7375
MuslimDirectory,NexusMods,72
HackForums,Teracod,47
CivilOnline,Plex,38
Vodafone,WIIUISO,15
BlueSnapRegpack,Patreon,189
BusinessAcumen,PokemonCreed,284
BigMoneyJobs,iMesh,636
Aternos,FoxyBingo,11
AstroPID,MailRu,3
TruckersMP,iMesh,2048
LinkedIn,MoDaCo,138670
17Media,Interpals,4864
ClixSense,Neopets,37781
BigMoneyJobs,Gawker,104
PS3Hax,TRAI,46
CheapAssGamer,Dodonew,1767
SkTorrent,Trillian,1260
Lastfm,Win7Vista,28787
LOTR,Neteller,13843
Neopets,SprashivaiRu,430
Nihonomaru,ThisHabboForum,2375
Avast,Mac-Torrents,4563
IGF,Patreon,3
17Media,Gawker,388
Boxee,Lastfm,26081
Pokebip,SCDailyPhoneSpamList,353
Nulled,QatarNationalBank,22
HeroesOfGaia,Neopets,13323
Experian,Interpals,2751
Neopets,Teracod,126
IGF,iMesh,16
Vodafone,Warframe,12
Interpals,PHPFreaks,520
OwnedCore,WHMCS,878
Lastfm,Tianya,136253
BlackHatWorld,ThisHabboForum,1702
Boxee,SpecialKSpamList,1934
Aipai,NextGenUpdate,920
Aternos,ServerPact,7061
BattlefieldHeroes,Verified,1
GeekedIn,Yahoo,847
DDO,FoxyBingo,291
Flashback,iPmart,1209
FFShrine,Spirol,1
FFShrine,Sony,24
Avast,SCDailyPhoneSpamList,3516
BitTorrent,OwnedCore,129
Aternos,iMesh,8163
SCDailyPhoneSpamList,TruckersMP,41
GTAGaming,Xbox-Scene,793
CivilOnline,Win7Vista,411
NextGenUpdate,Uiggy,1493
BattlefieldHeroes,NetEase,4
WarInc,xat,19532
Malwarebytes,Nival,108
Boxee,Stratfor,331
BlackHatWorld,PHPFreaks,5835
Teracod,Yandex,1
Comcast,VBulletin,414
MinecraftWorldMap,UnrealEngine,924
iDressup,myRepoSpace,282
Nihonomaru,OwnedCore,27501
DLH,StarNet,93
LinkedIn,XSplit,98994
Taobao,WIIUISO,361
TruckersMP,uTorrent,111
AcneOrg,TruckersMP,7
Insanelyi,MySpace,20039
HeroesOfGaia,LinkedIn,8567
BTSec,VK,37914
Insanelyi,Taobao,211
Dodonew,Lastfm,91344
17Media,Minefield,35
Gamigo,Rambler,4334
Comcast,LoungeBoard,3
Insanelyi,iMesh,5440
ThisHabboForum,XSplit,3218
GeekedIn,QatarNationalBank,26
HackForums,KMRU,7
Stratfor,TruckersMP,2
AcneOrg,HackForums,489
GameTuts,Win7Vista,968
ModernBusinessSolutions,ThisHabboForum,3087
SpecialKSpamList,iPmart,12102
BlueSnapRegpack,WIIUISO,18
Lookbook,Trillian,7079
Patreon,iDressup,1096
Nihonomaru,Win7Vista,3260
LinkedIn,Mac-Torrents,15933
Tianya,TruckersMP,22
Experian,MajorGeeks,1461
GeekedIn,Pokebip,259
Nival,Onverse,2834
HackForums,QatarNationalBank,7
Aipai,FFShrine,1303
000webhost,VK,244953
Dominos,Lastfm,28942
Tumblr,iPmart,93529
Aternos,Duowan,13
000webhost,Solomid,6631
BTSec,MoDaCo,29044
Hemmakvall,WIIUISO,42
Aternos,uTorrent,159
Avast,Stratfor,742
MyVidster,NexusMods,128
Forbes,SpecialKSpamList,25853
Taobao,Verified,36
Avast,NetEase,4503
Warframe,iPmart,1446
BlueSnapRegpack,Gamigo,27
Nihonomaru,QatarNationalBank,86
17Media,GTAGaming,358
AndroidForums,PHPFreaks,4349
TruckersMP,Xbox-Scene,36
HeroesOfNewerth,Nihonomaru,88869
MPGH,Onverse,8652
Experian,GTAGaming,326
ArmyForceOnline,HackForums,94
Gawker,Hemmelig,33
ClixSense,NexusMods,16165
FoxyBingo,HeroesOfNewerth,955
Dominos,PokemonCreed,46
Avast,CrackCommunity,1316
Lastfm,Mac-Torrents,12214
FlashFlashRevolution,xat,16147
Dominos,Win7Vista,330
LoungeBoard,NexusMods,2036
Hemmakvall,SpecialKSpamList,48
BigMoneyJobs,WHMCS,9
Aternos,WildStar,1365
HeroesOfNewerth,Lifeboat,52185
MangaTraders,ThisHabboForum,167
NetEase,Teracod,227
LOTR,Neopets,66284
Hemmakvall,Warframe,36
EpicGames,Warframe,933
BTSec,SkTorrent,446
BigMoneyJobs,Plex,41
MuslimDirectory,Rambler,1
MangaTraders,iMesh,30932
GamerzPlanet,Mac-Torrents,584
Flashback,Patreon,167
BTSec,Dodonew,6355
MinecraftPocketEditionForum,Solomid,119
LizardSquad,Tumblr,902
Minefield,NexusMods,21335
LOTR,uTorrent,1874
SkTorrent,Win7Vista,125
Mac-Torrents,PHPFreaks,914
OwnedCore,Win7Vista,3004
MoDaCo,uTorrent,3697
FlashFlashRevolution,SprashivaiRu,95
KMRU,SpecialKSpamList,130
ServerPact,TruckersMP,254
Dropbox,UnrealEngine,68959
CivilOnline,Neteller,759
COMELEC,GamerzPlanet,547
000webhost,Boxee,2032
Trillian,WarInc,16315
Forbes,ServerPact,17
WHMCS,XSplit,1661
FFShrine,Gamigo,15308
SCDailyPhoneSpamList,WarInc,5027
HeroesOfNewerth,PokemonCreed,5957
CivilOnline,Stratfor,707
LizardSquad,Yandex,1
BattlefieldHeroes,GeekedIn,1
Malwarebytes,Stratfor,532
Lifeboat,Nulled,4491
AcneOrg,LinuxMint,343
BlueSnapRegpack,SumoTorrent,3
Boxee,Leet,259
Hemmakvall,VBulletin,64
Leet,Stratfor,2134
EpicGames,Yahoo,424
CannabisForum,GTAGaming,301
HeroesOfGaia,iMesh,9129
GTAGaming,TRAI,30
Pokebip,Teracod,8
AhaShare,eThekwiniMunicipality,13
Forbes,mSpy,1056
DDO,iMesh,71985
Neteller,Teracod,265
Hemmelig,UnrealEngine,8
PHPFreaks,PaddyPower,374
000webhost,MinecraftWorldMap,3161
BlueSnapRegpack,MajorGeeks,22
FFShrine,Lifeboat,1979
IGF,XSplit,7
Malwarebytes,MyVidster,9
Leet,UnrealEngine,1456
Aternos,Neopets,5800
AhaShare,Flashback,27
GeekedIn,ThisHabboForum,76
Boxee,QuantumBooter,7
Dominos,PSX-Scene,270
Lastfm,Stratfor,42643
CrackCommunity,Malwarebytes,45
AstroPID,Hemmakvall,13
XSplit,mSpy,488
AstroPID,Tianya,3
BlueSnapRegpack,Tumblr,4334
IGF,MajorGeeks,10
Rambler,Xbox-Scene,70
Gamigo,ThisHabboForum,26727
Lookbook,Malwarebytes,408
Malwarebytes,ModernBusinessSolutions,4380
BattlefieldHeroes,HeroesOfNewerth,17
000webhost,HackingTeam,89
BTSec,MajorGeeks,6030
Avast,PaddyPower,212
LinkedIn,gPotato,88683
ArmyForceOnline,WPT,87
AcneOrg,Yahoo,1499
Aternos,Nival,2837
Lastfm,UnrealEngine,38424
Gamigo,TRAI,26
SpecialKSpamList,Taobao,1717
MailRu,VBulletin,512
NetEase,Warframe,8378
Lifeboat,NextGenUpdate,7284
AstroPID,Flashback,1
NexusMods,R2Games,176217
EpicGames,WHMCS,149
MajorGeeks,Uiggy,119
Dropbox,Lastfm,4429081
Comcast,XSplit,444
MinecraftWorldMap,Tumblr,8706
Hemmakvall,PHPFreaks,228
ArmyForceOnline,R2Games,103621
Forbes,Yahoo,3476
Leet,MyVidster,4
KMRU,Tianya,130
126,CheapAssGamer,3
000webhost,Seedpeer,6616
BitTorrent,WHMCS,39
MoneyBookers,StarNet,66
Leet,XSplit,3846
Warframe,gPotato,3767
Neteller,PokemonCreed,219
MPGH,VBulletin,10414
AndroidForums,WPT,402
Bell,PHPFreaks,1
HeroesOfGaia,Neteller,596
DDO,Xbox-Scene,5148
Lastfm,Vodafone,2674
MailRu,XSplit,6536
LOTR,Plex,4445
Forbes,Neteller,3835
Plex,StarNet,15
Mac-Torrents,Warframe,25
Hemmakvall,uTorrent,45
SCDailyPhoneSpamList,SpecialKSpamList,5582473
BlueSnapRegpack,Leet,177
Bell,COMELEC,1
SkTorrent,WarInc,437
Aipai,MPGH,2689
LOTR,TRAI,9
Lastfm,QuantumBooter,3196
DDO,Flashback,234
MoDaCo,myRepoSpace,1728
ModernBusinessSolutions,Verified,88
Flashback,MailRu,58
WarInc,uTorrent,1462
KMRU,LizardSquad,9
Duowan,xat,175
000webhost,PS3Hax,18893
MajorGeeks,WarInc,908
Dropbox,MPGH,170114
MinecraftWorldMap,Nihonomaru,928
BTSec,BitTorrent,676
Adobe,Neopets,2689710
MuslimDirectory,QatarNationalBank,49
MinecraftWorldMap,Teracod,12
FoxyBingo,Lookbook,150
BusinessAcumen,Seedpeer,8
BusinessAcumen,PS3Hax,89
Solomid,Warframe,1845
IGF,Interpals,2
Avast,UnrealEngine,315
AndroidForums,xat,3058
BlueSnapRegpack,DDO,80
Mac-Torrents,WIIUISO,764
EpicGames,NexusMods,27105
LinuxMint,WPT,19
LinkedIn,SumoTorrent,21501
GTAGaming,Nihonomaru,3366
Hemmakvall,gPotato,168
ClixSense,QuantumBooter,297
AndroidForums,MinecraftPocketEditionForum,22
LoungeBoard,Xbox-Scene,246
MySpace,TruckersMP,4213
PS3Hax,UnrealEngine,2359
SkTorrent,Uiggy,22
17Media,CheapAssGamer,266
MailRu,SumoTorrent,372
LOTR,iMesh,38181
Gamigo,MySpace,983656
Tesco,Trillian,5
Dodonew,SCDailyPhoneSpamList,33661
LOTR,WIIUISO,3079
Dominos,Minefield,2167
BusinessAcumen,HeroesOfGaia,2
Gawker,PokemonCreed,179
OwnedCore,Patreon,5486
Dodonew,mSpy,1420
BitTorrent,Gawker,335
000webhost,Verified,585
Lifeboat,MinecraftPocketEditionForum,2767
Leet,Seedpeer,467
FFShrine,Warframe,1026
GameTuts,mSpy,323
Dodonew,HackingTeam,20
000webhost,Flashback,496
CheapAssGamer,PokemonCreed,265
Gawker,iDressup,1188
BusinessAcumen,GFAN,2633
CannabisForum,QuantumBooter,59
Dodonew,Gamigo,12994
17Media,Sony,3
GFAN,WarInc,2149
HackForums,HeroesOfGaia,150
Dropbox,SkTorrent,3202
SCDailyPhoneSpamList,Vodafone,21
Minefield,PixelFederation,7
Dodonew,Yandex,5
GeekedIn,VK,12322
FFShrine,Hemmelig,28
Malwarebytes,WIIUISO,649
BusinessAcumen,Insanelyi,56
Experian,Warframe,458
BusinessAcumen,MPGH,665
LoungeBoard,Stratfor,32
BlackHatWorld,Minefield,171
Aternos,SpecialKSpamList,7695
HackForums,VK,3022
BTSec,HeroesOfNewerth,110216
Gamigo,xat,90957
GameTuts,PSX-Scene,9776
Xbox-Scene,mSpy,427
LinuxMint,Onverse,148
ClixSense,Stratfor,1346
BitTorrent,Boxee,326
ArmyForceOnline,Boxee,60
CheapAssGamer,SCDailyPhoneSpamList,10256
UnrealEngine,iPmart,3145
IGF,Neopets,4
MoDaCo,mSpy,483
BigMoneyJobs,Win7Vista,14
GameTuts,SumoTorrent,534
BlueSnapRegpack,GeekedIn,82
CivilOnline,SprashivaiRu,40
Malwarebytes,SprashivaiRu,13
MyVidster,iDressup,18
Comcast,xat,488
PaddyPower,iPmart,2699
NextGenUpdate,SumoTorrent,1241
CheapAssGamer,OwnedCore,6372
Experian,Nulled,159
000webhost,AhaShare,4766
Trillian,WildStar,25414
HeroesOfGaia,myRepoSpace,117
FFShrine,Hemmakvall,91
AstroPID,HackForums,562
LizardSquad,PSX-Scene,108
Plex,WildStar,4623
EpicGames,Insanelyi,837
Gamigo,MoDaCo,10106
HeroesOfGaia,Plex,59
CannabisForum,GeekedIn,262
HackForums,R2Games,3309
DDO,Verified,18
GeekedIn,WPT,94
GamerzPlanet,PokemonCreed,3300
BlackHatWorld,CivilOnline,310
Forbes,uTorrent,1405
SkTorrent,iDressup,56
HeroesOfGaia,TRAI,6
Bell,KMRU,1
Dodonew,LinuxMint,236
Gamigo,WPT,230
Adobe,CannabisForum,36039
CheapAssGamer,MPGH,10049
CrackCommunity,Stratfor,26
LinkedIn,Warframe,10995
000webhost,SCDailyPhoneSpamList,22197
Adobe,Yahoo,97564
Neteller,Tumblr,53350
Lifeboat,Malwarebytes,157
Pokebip,TruckersMP,96
Aipai,Nulled,736
Hemmelig,MangaTraders,9
MinecraftWorldMap,OwnedCore,900
NetEase,TRAI,118
CheapAssGamer,Duowan,58
LinuxMint,gPotato,1178
BusinessAcumen,IGF,17
Malwarebytes,MangaTraders,511
GTAGaming,StarNet,10
DLH,LinkedIn,25535
HeroesOfNewerth,Xbox-Scene,9169
NetEase,Uiggy,2246
17Media,Lookbook,4015
Lastfm,MySpace,10485478
Leet,MangaTraders,890
PSX-Scene,PixelFederation,14
CheapAssGamer,Experian,2512
CivilOnline,FFShrine,580
FlashFlashRevolution,Yahoo,2296
Tianya,iDressup,3850
BlackHatWorld,NextGenUpdate,12458
CheapAssGamer,MailRu,531
GeekedIn,Lifeboat,1545
Forbes,LizardSquad,27
ModernBusinessSolutions,XSplit,50991
GFAN,Taobao,1454140
LOTR,QuantumBooter,76
MoDaCo,TruckersMP,191
DLH,SkTorrent,1775
Leet,Spirol,4
Hemmelig,ThisHabboForum,43
Avast,MoneyBookers,1403
Lifeboat,iPmart,4233
ThisHabboForum,TruckersMP,122
Adobe,PS3Hax,90917
BTSec,Neteller,22810
Forbes,MoDaCo,2135
BlueSnapRegpack,WildStar,24
126,Forbes,21
Lastfm,Yahoo,40461
Neopets,SumoTorrent,2258
Dropbox,xat,130970
FFShrine,Yahoo,1093
QatarNationalBank,SkTorrent,3
000webhost,WIIUISO,17766
Minefield,SpecialKSpamList,128
Gamigo,Taobao,1491
eThekwiniMunicipality,iDressup,17
000webhost,EpicGames,8066
000webhost,DDO,22331
GTAGaming,Sony,1
Tianya,XSplit,2702
MoneyBookers,TRAI,12
Mac-Torrents,mSpy,92
VBulletin,WPT,95
Plex,Xbox-Scene,5683
Adobe,gPotato,359195
HackForums,Nulled,2051
DLH,NetEase,9493
Dodonew,VBulletin,1777
BigMoneyJobs,gPotato,22
AhaShare,MangaTraders,605
BigMoneyJobs,Mac-Torrents,9
ClixSense,Nihonomaru,11791
VBulletin,Yahoo,1837
BlueSnapRegpack,GameTuts,18
MinecraftWorldMap,MuslimDirectory,8
Verified,uTorrent,22
FlashFlashRevolution,Win7Vista,842
Lastfm,Lookbook,142827
Mac-Torrents,PSX-Scene,4030
HackForums,NextGenUpdate,12155
Forbes,Teracod,13
BlackHatWorld,SumoTorrent,1345
ClixSense,MyVidster,47
DLH,Nival,29237
Bell,Experian,2
Boxee,IGF,172
Neopets,Onverse,50458
WHMCS,WarInc,391
HeroesOfGaia,Nihonomaru,2124
Mac-Torrents,StarNet,19
Aipai,TruckersMP,33
FFShrine,MuslimDirectory,79
CivilOnline,Flashback,89
KMRU,Uiggy,17
CrackCommunity,WHMCS,18
FlashFlashRevolution,TruckersMP,99
LizardSquad,Nival,38
DLH,MyVidster,9
Flashback,Hemmakvall,325
000webhost,PHPFreaks,11597
BattlefieldHeroes,Nival,1
PokemonCreed,StarNet,3
Duowan,GeekedIn,924
GamerzPlanet,LizardSquad,384
VK,Verified,2719
MySpace,XSplit,363951
HackForums,Leet,150
BitTorrent,PS3Hax,140
Avast,TRAI,69
000webhost,Bell,10
Gamigo,Hemmelig,148
Nulled,Warframe,2446
Malwarebytes,Vodafone,7
IGF,SpecialKSpamList,17
DLH,SprashivaiRu,9077
Nihonomaru,SumoTorrent,2691
BTSec,LOTR,33333
HackingTeam,WIIUISO,3
gPotato,uTorrent,2580
Insanelyi,MPGH,6925
Seedpeer,uTorrent,2149
ArmyForceOnline,Nival,6226
EpicGames,KMRU,12
Taobao,ThisHabboForum,674
Avast,BlueSnapRegpack,19
MPGH,Uiggy,5730
CivilOnline,Solomid,181
DLH,iPmart,13405
WHMCS,Xbox-Scene,391
Stratfor,VBulletin,738
GeekedIn,HeroesOfGaia,173
Avast,GTAGaming,1964
Aternos,R2Games,36001
BitTorrent,KMRU,9
Nulled,Xbox-Scene,692
Rambler,Solomid,3
GFAN,mSpy,603
Insanelyi,NexusMods,5254
Minefield,Uiggy,52
GameTuts,GamerzPlanet,12325
FoxyBingo,Win7Vista,65
Experian,SprashivaiRu,29
CheapAssGamer,GamerzPlanet,2952
MPGH,Pokebip,4261
BTSec,eThekwiniMunicipality,438
MPGH,PSX-Scene,17220
WIIUISO,iPmart,18332
OwnedCore,Pokebip,832
Interpals,WHMCS,252
Interpals,Patreon,6743
COMELEC,HackingTeam,3
Stratfor,ThisHabboForum,390
MailRu,WPT,106
BTSec,mSpy,3673
GameTuts,HackingTeam,6
126,Uiggy,2
AndroidForums,Rambler,134
Hemmelig,xat,26
DDO,PHPFreaks,1175
Insanelyi,xat,1508
Hemmakvall,Vodafone,4
Mac-Torrents,gPotato,389
BitTorrent,SCDailyPhoneSpamList,246
LinuxMint,SpecialKSpamList,1880
WHMCS,WildStar,207
Aternos,MinecraftPocketEditionForum,773
FoxyBingo,Insanelyi,34
MPGH,WarInc,71866
Adobe,BigMoneyJobs,8156
Neopets,mSpy,3881
Dropbox,GeekedIn,231543
BigMoneyJobs,TRAI,4
Lifeboat,gPotato,3966
MinecraftPocketEditionForum,Uiggy,19
Minefield,Neopets,2224
Neopets,Taobao,34897
AstroPID,Interpals,25
Nival,SpecialKSpamList,8750
MajorGeeks,Win7Vista,956
126,MailRu,45
Pokebip,WHMCS,35
Forbes,VK,5303
Boxee,Interpals,128
PixelFederation,Seedpeer,15
GFAN,XSplit,11695
Bell,PokemonCreed,1
Warframe,xat,5668
Interpals,myRepoSpace,653
Comcast,LinkedIn,118265
Neteller,Win7Vista,1530
LinkedIn,Pokebip,6246
Uiggy,iDressup,3537
COMELEC,iDressup,344
CannabisForum,PS3Hax,836
AndroidForums,MailRu,657
ModernBusinessSolutions,Tumblr,1674711
Snapchat,Tumblr,2
Neopets,PHPFreaks,3324
Experian,Trillian,9971
Comcast,QuantumBooter,3
LOTR,Nihonomaru,14817
GamerzPlanet,Verified,36
LinuxMint,MailRu,112
DDO,SumoTorrent,914
Gamigo,HeroesOfNewerth,277046
Lookbook,QatarNationalBank,36
PokemonCreed,VBulletin,252
KMRU,Neopets,427
Forbes,eThekwiniMunicipality,65
Forbes,Yandex,14
MoneyBookers,iPmart,20635
DDO,MyVidster,54
DLH,MPGH,69958
Bell,SumoTorrent,2
LizardSquad,ModernBusinessSolutions,581
ArmyForceOnline,uTorrent,250
Duowan,GTAGaming,93
Solomid,Yahoo,206
MangaTraders,Trillian,16398
Lastfm,ThisHabboForum,7006
COMELEC,GFAN,79
Dominos,Taobao,214
ArmyForceOnline,MailRu,1382
COMELEC,Comcast,6
Nulled,WildStar,3196
HackForums,ThisHabboForum,161
Comcast,SpecialKSpamList,15325
Duowan,SpecialKSpamList,336
HeroesOfGaia,LoungeBoard,29
BlueSnapRegpack,DLH,8
BitTorrent,LOTR,141
AstroPID,BlueSnapRegpack,1
BlackHatWorld,iPmart,13903
BusinessAcumen,Onverse,3
HackForums,Patreon,690
17Media,Neopets,19325
Plex,QatarNationalBank,25
GTAGaming,ModernBusinessSolutions,6092
BlueSnapRegpack,CrackCommunity,1
DDO,WHMCS,421
FFShrine,MySpace,169613
CivilOnline,Forbes,130
Adobe,Xbox-Scene,111014
AstroPID,iDressup,2
OwnedCore,Solomid,7251
Dominos,EpicGames,200
MinecraftWorldMap,PokemonCreed,147
GFAN,iPmart,14401
CrackCommunity,Plex,49
Dodonew,XSplit,6537
EpicGames,Stratfor,189
Onverse,QatarNationalBank,56
AcneOrg,CheapAssGamer,5424
LinuxMint,Yandex,4
FoxyBingo,MinecraftWorldMap,16
KMRU,LinkedIn,6147
Neopets,SpecialKSpamList,307918
PHPFreaks,Spirol,1
MailRu,WarInc,1305
Avast,Neopets,2625
Avast,HeroesOfNewerth,1927
Nihonomaru,Spirol,2
CheapAssGamer,Hemmakvall,225
Aternos,OwnedCore,604
BlueSnapRegpack,MailRu,33
HeroesOfGaia,Mac-Torrents,39
Aternos,LinkedIn,6236
AhaShare,iDressup,220
Spirol,Win7Vista,1
AndroidForums,MangaTraders,2146
CannabisForum,Rambler,30
126,Nulled,47
Flashback,KMRU,18
Gamigo,NetEase,60196
PokemonCreed,ThisHabboForum,396
Experian,WildStar,1314
MuslimDirectory,Trillian,150
Lookbook,Vodafone,80
ClixSense,Hemmelig,44
SumoTorrent,Trillian,3366
Dominos,HeroesOfGaia,80
Aternos,BigMoneyJobs,1
HeroesOfGaia,PSX-Scene,175
COMELEC,VK,299
